FOLIO_I,indice1,nseF,nse5F
2022_24028039,2,55,3,5
2022_19046015,1,71,3,5
2022_03003051,1,92,3,5
2022_16102025,1,71,3,5
2022_18017053,1,22,3,5
2022_22014123,1,45,3,5
2022_09010013,,94,3,4
2022_08037024,,91,3,4
2022_19039010,2,04,3,5
2022_10005054,1,45,3,5
2022_05024005,,38,2,3
2022_24021041,-,46,1,2
2022_08017017,,88,3,4
2022_19006072,1,66,3,5
2022_06002041,,07,2,3
2022_17007052,2,26,3,5
2022_13077003,,07,2,3
2022_21114055,1,43,3,5
2022_25006018,1,43,3,5
2022_22014118,,94,3,4
2022_01001219,1,13,3,4
2022_11020330,1,21,3,5
2022_09005106,2,34,3,5
2022_26002003,,67,2,4
2022_09007200,1,15,3,4
2022_10005057,1,71,3,5
2022_09017045,,61,2,4
2022_05035041,1,45,3,5
2022_19046082,1,92,3,5
2022_11020180,,44,2,3
2022_15037009,1,64,3,5
2022_09006023,1,15,3,4
2022_31050091,,64,2,4
2022_08011006,1,71,3,5
2022_16082014,,96,3,4
2022_10028017,,53,2,4
2022_15054031,,75,3,4
2022_26043019,,62,2,4
2022_12032008,,56,2,4
2022_28041004,1,95,3,5
2022_06003051,-,69,1,2
2022_09017017,,84,3,4
2022_09010010,1,15,3,4
2022_08021015,1,92,3,5
2022_13056021,1,43,3,5
2022_19026117,1,45,3,5
2022_19031057,,83,3,4
2022_08032006,2,1,3,5
2022_29018021,1,01,3,4
2022_19018022,1,71,3,5
2022_08037103,1,35,3,5
2022_19006013,1,32,3,5
2022_19021022,2,04,3,5
2022_09010007,,18,2,3
2022_11020046,,67,2,4
2022_02001040,,02,2,3
2022_02003016,-,68,1,2
2022_16082023,2,26,3,5
2022_30123013,1,64,3,5
2022_11020008,1,15,3,4
2022_05030102,1,92,3,5
2022_19048035,1,43,3,5
2022_25012057,,96,3,4
2022_31056004,1,71,3,5
2022_11033011,1,78,3,5
2022_19039020,2,04,3,5
2022_19012007,1,5,3,5
2022_02001058,,81,3,4
2022_02002028,1,92,3,5
2022_10005093,2,26,3,5
2022_19031101,1,64,3,5
2022_17019022,,67,2,4
2022_11020307,1,13,3,4
2022_02003008,,11,2,3
2022_02004055,,36,2,3
2022_08037098,,07,2,3
2022_26019037,2,26,3,5
2022_09016008,,79,3,4
2022_11042004,1,04,3,4
2022_19041034,,83,3,4
2022_24028067,1,16,3,4
2022_01001155,1,16,3,4
2022_11014047,,53,2,4
2022_08021016,2,26,3,5
2022_19018107,,64,2,4
2022_31079026,1,22,3,5
2022_09007098,,83,3,4
2022_08017027,2,04,3,5
2022_15104017,1,92,3,5
2022_29013017,,55,2,4
2022_08019108,1,45,3,5
2022_09017050,1,71,3,5
2022_10007066,,18,2,3
2022_02002122,1,71,3,5
2022_11016002,,67,2,4
2022_13051008,,94,3,4
2022_11020109,1,43,3,5
2022_20258002,,83,3,4
2022_15054033,-,82,1,2
2022_15115008,1,55,3,5
2022_11020259,1,64,3,5
2022_19026175,2,04,3,5
2022_02002144,1,13,3,4
2022_28032007,,62,2,4
2022_11020127,,55,2,4
2022_32040021,-1,07,1,2
2022_08050026,2,04,3,5
2022_20039015,1,21,3,5
2022_08021010,-1,31,1,1
2022_02002077,1,5,3,5
2022_20390035,1,83,3,5
2022_17011050,1,61,3,5
2022_32036021,,23,2,3
2022_13041023,,83,3,4
2022_11020221,1,03,3,4
2022_15106023,1,81,3,5
2022_25002022,1,66,3,5
2022_32052041,-,51,1,2
2022_09006034,1,55,3,5
2022_19006022,1,66,3,5
2022_24028108,1,92,3,5
2022_26030091,,96,3,4
2022_09007084,,96,3,4
2022_32040001,,37,2,3
2022_08002019,-,09,2,3
2022_09005088,1,55,3,5
2022_08037006,-,47,1,2
2022_02003019,,83,3,4
2022_17011017,2,34,3,5
2022_08032007,-,09,2,3
2022_11020304,,83,3,4
2022_26019021,1,71,3,5
2022_01001157,1,32,3,5
2022_03001043,,37,2,3
2022_09005069,2,43,3,5
2022_19018047,1,32,3,5
2022_02004019,-,47,1,2
2022_32056021,1,92,3,5
2022_08021030,1,29,3,5
2022_01002028,,93,3,4
2022_25002025,1,18,3,5
2022_09007057,1,04,3,4
2022_03003058,2,26,3,5
2022_09012016,,72,3,4
2022_02002069,,07,2,3
2022_08019090,1,16,3,4
2022_08037014,2,55,3,5
2022_09007079,2,04,3,5
2022_06002051,2,26,3,5
2022_09014016,1,43,3,5
2022_03008054,1,92,3,5
2022_09002009,1,77,3,5
2022_25006073,,62,2,4
2022_22014075,2,26,3,5
2022_11014035,1,43,3,5
2022_32039016,,87,3,4
2022_09007110,,96,3,4
2022_11005002,,33,2,3
2022_09012001,,84,3,4
2022_03008062,1,45,3,5
2022_32035004,-,64,1,2
2022_10005066,1,71,3,5
2022_21119018,,56,2,4
2022_15070018,,94,3,4
2022_19021055,1,15,3,4
2022_15012027,1,43,3,5
2022_19046042,-,22,2,3
2022_10005011,1,64,3,5
2022_02004018,1,5,3,5
2022_32036007,2,22,3,5
2022_31079011,1,92,3,5
2022_09005008,1,66,3,5
2022_11005005,,07,2,3
2022_02004012,1,94,3,5
2022_11003015,,64,2,4
2022_10012035,-,32,2,2
2022_01001033,1,04,3,4
2022_13048004,1,92,3,5
2022_08017006,1,28,3,5
2022_08050018,-,23,2,2
2022_08032017,,94,3,4
2022_21066002,1,94,3,5
2022_32039021,,86,3,4
2022_24028019,,56,2,4
2022_05035001,2,1,3,5
2022_09015023,1,22,3,5
2022_18017018,,85,3,4
2022_02002106,1,13,3,4
2022_15054035,2,04,3,5
2022_15070002,1,17,3,5
2022_19039195,2,22,3,5
2022_19026134,2,1,3,5
2022_11027042,,86,3,4
2022_24013018,2,26,3,5
2022_02003037,-1,25,1,1
2022_11007092,1,11,3,4
2022_02003012,1,32,3,5
2022_17007020,1,55,3,5
2022_04002022,,07,2,3
2022_19026049,2,04,3,5
2022_10005084,1,43,3,5
2022_26002016,,07,2,3
2022_24028119,,83,3,4
2022_14039029,1,45,3,5
2022_03008060,1,92,3,5
2022_31056012,1,16,3,4
2022_11020188,1,16,3,4
2022_11007078,1,73,3,5
2022_22011017,1,43,3,5
2022_19021027,,01,2,3
2022_19039153,1,92,3,5
2022_16015027,1,81,3,5
2022_11017028,1,43,3,5
2022_20499012,,67,2,4
2022_06003008,,07,2,3
2022_14039003,1,16,3,4
2022_24013017,1,66,3,5
2022_15106024,,94,3,4
2022_05027031,1,43,3,5
2022_19039048,2,22,3,5
2022_05030073,1,71,3,5
2022_19031116,1,43,3,5
2022_09006029,1,16,3,4
2022_24028095,1,92,3,5
2022_19012033,,38,2,3
2022_27008003,1,11,3,4
2022_11014009,,07,2,3
2022_09017008,1,92,3,5
2022_09007111,2,04,3,5
2022_11037030,2,1,3,5
2022_09016032,,94,3,4
2022_13056012,,87,3,4
2022_31056008,1,71,3,5
2022_32040014,,92,3,4
2022_09013023,1,78,3,5
2022_32053008,1,29,3,5
2022_09012023,1,22,3,5
2022_09008022,1,13,3,4
2022_08037058,1,2,3,5
2022_10012012,1,92,3,5
2022_08021011,1,45,3,5
2022_11041006,1,43,3,5
2022_13048013,1,94,3,5
2022_15039030,,64,2,4
2022_26002011,1,11,3,4
2022_08019066,1,71,3,5
2022_19018139,,67,2,4
2022_11020037,1,64,3,5
2022_29031033,1,71,3,5
2022_19021002,,75,3,4
2022_08037066,1,71,3,5
2022_11041021,,38,2,3
2022_19006004,,83,3,4
2022_02001046,1,71,3,5
2022_24035023,1,16,3,4
2022_11033009,1,43,3,5
2022_02002096,1,43,3,5
2022_15037013,,84,3,4
2022_26019027,1,16,3,4
2022_19006135,,83,3,4
2022_22014081,1,43,3,5
2022_11017002,1,16,3,4
2022_19026035,1,66,3,5
2022_02002045,1,11,3,4
2022_20067027,1,92,3,5
2022_13002017,-,59,1,2
2022_17007057,1,92,3,5
2022_02004046,,94,3,4
2022_16053025,1,64,3,5
2022_19039209,1,83,3,5
2022_22016058,2,1,3,5
2022_01005017,1,43,3,5
2022_32023013,1,71,3,5
2022_14097027,1,71,3,5
2022_23005067,,53,2,4
2022_25002005,1,71,3,5
2022_09007016,1,71,3,5
2022_11027028,,87,3,4
2022_10005118,1,22,3,5
2022_28018013,1,13,3,4
2022_02002038,1,11,3,4
2022_15033029,1,64,3,5
2022_17007005,,51,2,4
2022_26019028,1,71,3,5
2022_29007006,-,25,2,2
2022_17007067,1,14,3,4
2022_06002010,,84,3,4
2022_28041018,1,15,3,4
2022_04002112,2,04,3,5
2022_02002008,1,66,3,5
2022_09007150,,85,3,4
2022_09007030,1,92,3,5
2022_32052009,-,07,2,3
2022_19021077,,64,2,4
2022_16052023,,86,3,4
2022_19026135,2,26,3,5
2022_17036025,1,17,3,5
2022_19046010,1,45,3,5
2022_19026099,1,64,3,5
2022_06007064,,94,3,4
2022_09005074,1,43,3,5
2022_01001173,2,26,3,5
2022_08037023,-,76,1,2
2022_26030064,2,04,3,5
2022_08019068,2,1,3,5
2022_11037060,1,64,3,5
2022_19032035,1,43,3,5
2022_17028006,1,64,3,5
2022_08002016,1,11,3,4
2022_32024010,,84,3,4
2022_19021020,2,26,3,5
2022_24028112,,64,2,4
2022_01001192,1,78,3,5
2022_08050009,-1,12,1,1
2022_19032016,,53,2,4
2022_11020345,,34,2,3
2022_17019006,1,5,3,5
2022_02002121,1,45,3,5
2022_22012013,1,71,3,5
2022_16102026,1,45,3,5
2022_26030096,1,16,3,4
2022_01001095,1,92,3,5
2022_31050033,1,16,3,4
2022_22001001,1,64,3,5
2022_10012025,2,26,3,5
2022_01001093,1,15,3,4
2022_08019041,,95,3,4
2022_11005018,,34,2,3
2022_11020228,1,43,3,5
2022_26030049,1,71,3,5
2022_19039082,1,92,3,5
2022_19048016,2,04,3,5
2022_16069021,,37,2,3
2022_01002013,1,35,3,5
2022_01001188,2,26,3,5
2022_02002056,,56,2,4
2022_07101003,,34,2,3
2022_08064010,-,28,2,2
2022_19039111,1,92,3,5
2022_32017047,2,04,3,5
2022_32039007,2,04,3,5
2022_03008070,1,43,3,5
2022_08037067,1,92,3,5
2022_32039020,1,04,3,4
2022_19021063,,38,2,3
2022_19032017,1,13,3,4
2022_09007007,,56,2,4
2022_10005052,1,43,3,5
2022_15109014,,65,2,4
2022_31050047,1,43,3,5
2022_09010036,1,17,3,5
2022_26019002,1,22,3,5
2022_09007036,-,69,1,2
2022_26002013,1,18,3,5
2022_30087009,1,43,3,5
2022_19009005,1,04,3,4
2022_19039163,,83,3,4
2022_19039158,1,71,3,5
2022_31052028,1,22,3,5
2022_26042013,1,32,3,5
2022_01001063,1,71,3,5
2022_24028058,1,01,3,4
2022_17007004,1,64,3,5
2022_21119009,,56,2,4
2022_19026060,1,71,3,5
2022_25006033,1,71,3,5
2022_19031078,,62,2,4
2022_14039001,1,18,3,5
2022_28027017,1,13,3,4
2022_15033007,1,02,3,4
2022_24028011,1,43,3,5
2022_08037051,1,78,3,5
2022_19026009,2,26,3,5
2022_19039008,1,44,3,5
2022_14039014,-,14,2,3
2022_16053033,,53,2,4
2022_15109010,1,71,3,5
2022_20258004,,55,2,4
2022_11033028,1,04,3,4
2022_09016021,1,22,3,5
2022_09005086,1,66,3,5
2022_02004100,,2,2,3
2022_11023023,1,32,3,5
2022_14039008,2,04,3,5
2022_03003045,2,26,3,5
2022_22014086,1,71,3,5
2022_28009014,1,45,3,5
2022_11032020,,26,2,3
2022_15039003,1,43,3,5
2022_02002063,,91,3,4
2022_24013012,2,26,3,5
2022_22014016,1,92,3,5
2022_16082012,1,92,3,5
2022_11042001,1,64,3,5
2022_14067021,1,04,3,4
2022_26002002,,62,2,4
2022_09017025,1,04,3,4
2022_06007026,1,11,3,4
2022_24028018,,69,2,4
2022_21147013,1,04,3,4
2022_05030053,2,26,3,5
2022_19048056,1,81,3,5
2022_32017051,,94,3,4
2022_15037072,2,26,3,5
2022_08032034,1,92,3,5
2022_15118027,1,77,3,5
2022_03003020,1,92,3,5
2022_30124004,-,24,2,2
2022_10007021,1,66,3,5
2022_11020184,1,16,3,4
2022_06002047,1,15,3,4
2022_11042027,-,52,1,2
2022_11003013,,84,3,4
2022_09007077,,62,2,4
2022_13076062,,69,2,4
2022_28009002,1,92,3,5
2022_11030032,1,18,3,5
2022_08019022,2,67,3,5
2022_17007048,2,04,3,5
2022_24052019,-,94,1,2
2022_32017013,1,43,3,5
2022_10005085,1,11,3,4
2022_09007124,,67,2,4
2022_21114042,,85,3,4
2022_01002025,,51,2,4
2022_29018014,,48,2,3
2022_16015012,,94,3,4
2022_12001004,1,64,3,5
2022_11020002,1,71,3,5
2022_19031071,2,04,3,5
2022_28009028,1,35,3,5
2022_09015012,1,04,3,4
2022_17028031,1,03,3,4
2022_12001006,1,13,3,4
2022_29013002,1,64,3,5
2022_19021021,2,1,3,5
2022_11020261,,04,2,3
2022_08037077,1,22,3,5
2022_05030099,1,92,3,5
2022_28017011,1,21,3,5
2022_05035040,,24,2,3
2022_24035020,,05,2,3
2022_05024006,1,92,3,5
2022_19006003,1,5,3,5
2022_19026030,2,22,3,5
2022_09008016,,56,2,4
2022_13077004,,67,2,4
2022_19006019,,55,2,4
2022_09017011,1,77,3,5
2022_15104003,,06,2,3
2022_02001004,,33,2,3
2022_32040024,-,03,2,3
2022_15037016,,69,2,4
2022_15031018,1,13,3,4
2022_01001109,2,1,3,5
2022_18017001,1,92,3,5
2022_09005061,1,71,3,5
2022_19039121,1,15,3,4
2022_06002065,,62,2,4
2022_03003017,1,71,3,5
2022_19026193,1,16,3,4
2022_05030007,1,64,3,5
2022_21114049,,96,3,4
2022_26042010,1,92,3,5
2022_11014044,1,04,3,4
2022_13051018,,62,2,4
2022_12061025,-,16,2,3
2022_11003003,1,22,3,5
2022_19048048,2,26,3,5
2022_15037051,1,92,3,5
2022_24035008,1,35,3,5
2022_22014029,2,04,3,5
2022_22012005,1,64,3,5
2022_11014063,-,2,2,3
2022_08037013,-,03,2,3
2022_19006062,2,26,3,5
2022_25011014,1,11,3,4
2022_03003152,1,64,3,5
2022_11030051,,1,2,3
2022_02002027,1,53,3,5
2022_19039060,1,64,3,5
2022_28038013,1,15,3,4
2022_30123006,1,71,3,5
2022_05030094,1,16,3,4
2022_08037110,1,43,3,5
2022_19039205,1,55,3,5
2022_16107023,,87,3,4
2022_11020119,1,64,3,5
2022_19039098,,83,3,4
2022_06009008,1,28,3,5
2022_15033012,1,04,3,4
2022_19046024,1,45,3,5
2022_19039102,1,78,3,5
2022_32010010,1,22,3,5
2022_16107007,,54,2,4
2022_18017022,1,78,3,5
2022_08021048,-,29,2,2
2022_15033014,1,71,3,5
2022_08037145,1,11,3,4
2022_13051013,,94,3,4
2022_08017023,,83,3,4
2022_04002054,1,71,3,5
2022_15039004,1,22,3,5
2022_19026192,,75,3,4
2022_02002029,1,64,3,5
2022_11042022,,09,2,3
2022_03001038,-,71,1,2
2022_15033080,,94,3,4
2022_09017055,1,92,3,5
2022_08037001,,28,2,3
2022_11020024,1,22,3,5
2022_10007009,1,13,3,4
2022_16052024,2,26,3,5
2022_32040010,,67,2,4
2022_24028057,2,26,3,5
2022_19032014,,32,2,3
2022_08037055,1,11,3,4
2022_11014003,2,43,3,5
2022_22014112,1,71,3,5
2022_19026161,1,83,3,5
2022_19009011,,96,3,4
2022_16107024,,65,2,4
2022_22014062,1,16,3,4
2022_18006031,1,22,3,5
2022_31041009,,27,2,3
2022_11032005,-,22,2,3
2022_16019015,1,16,3,4
2022_09007009,1,92,3,5
2022_08019089,,05,2,3
2022_24028100,,87,3,4
2022_22014103,2,26,3,5
2022_09017030,,62,2,4
2022_13076029,,96,3,4
2022_24035014,,62,2,4
2022_08037087,2,26,3,5
2022_19006083,2,1,3,5
2022_11014013,,55,2,4
2022_16053036,1,77,3,5
2022_08021012,2,26,3,5
2022_09005022,1,71,3,5
2022_08011029,,75,3,4
2022_19006132,1,32,3,5
2022_05017017,,38,2,3
2022_09007132,1,32,3,5
2022_09007052,,69,2,4
2022_24021024,,45,2,3
2022_02004075,-,18,2,3
2022_16053068,2,04,3,5
2022_24028078,1,71,3,5
2022_32053031,-1,01,1,2
2022_11005010,-,08,2,3
2022_10012037,2,67,3,5
2022_22014042,2,04,3,5
2022_15033116,,96,3,4
2022_10005031,,64,2,4
2022_02002100,,91,3,4
2022_08032009,-,22,2,2
2022_32039023,1,64,3,5
2022_19048052,1,83,3,5
2022_20067024,1,52,3,5
2022_28027030,,32,2,3
2022_01002005,,37,2,3
2022_24035005,1,11,3,4
2022_19018119,1,45,3,5
2022_17028013,,64,2,4
2022_19044001,,83,3,4
2022_13056002,1,04,3,4
2022_19021024,,64,2,4
2022_09003017,1,15,3,4
2022_11020227,1,32,3,5
2022_14039035,1,13,3,4
2022_17028036,1,13,3,4
2022_17011034,1,92,3,5
2022_19039019,,27,2,3
2022_01001015,,94,3,4
2022_16043012,2,04,3,5
2022_15025010,,62,2,4
2022_16053038,1,22,3,5
2022_08019011,2,26,3,5
2022_12029033,,94,3,4
2022_19026148,,84,3,4
2022_26043023,,85,3,4
2022_11005012,1,44,3,5
2022_11037005,,83,3,4
2022_09006008,1,13,3,4
2022_21085025,1,64,3,5
2022_16019007,1,45,3,5
2022_15039025,1,43,3,5
2022_27002019,2,1,3,5
2022_11014053,1,43,3,5
2022_03003022,1,16,3,4
2022_32052036,-,29,2,2
2022_11007037,1,92,3,5
2022_03003049,2,26,3,5
2022_15013010,1,43,3,5
2022_19006029,,05,2,3
2022_03008069,,94,3,4
2022_09007099,2,26,3,5
2022_19026107,,96,3,4
2022_15039031,-,46,1,2
2022_10005081,1,71,3,5
2022_30087003,1,76,3,5
2022_16053074,,38,2,3
2022_05002007,2,04,3,5
2022_11020111,1,16,3,4
2022_15013011,2,43,3,5
2022_15115036,1,17,3,5
2022_19006023,1,83,3,5
2022_11007083,1,43,3,5
2022_19026160,,83,3,4
2022_28027055,1,32,3,5
2022_11037011,1,32,3,5
2022_11007093,1,55,3,5
2022_09014022,2,26,3,5
2022_19021034,1,92,3,5
2022_26043003,1,92,3,5
2022_32053033,1,16,3,4
2022_19048036,,94,3,4
2022_05035051,2,04,3,5
2022_15122020,-,22,2,2
2022_10028004,1,92,3,5
2022_31056019,1,92,3,5
2022_30033023,,93,3,4
2022_26029017,2,55,3,5
2022_09008027,,84,3,4
2022_03008012,1,11,3,4
2022_09003024,,55,2,4
2022_11007064,1,92,3,5
2022_16043011,1,64,3,5
2022_01001147,1,43,3,5
2022_01002016,-,85,1,2
2022_17007019,1,55,3,5
2022_08032031,,96,3,4
2022_04002014,1,92,3,5
2022_14098016,,53,2,4
2022_06003046,1,94,3,5
2022_25018006,,27,2,3
2022_11030039,,57,2,4
2022_19009020,2,26,3,5
2022_02002083,,53,2,4
2022_26042015,,05,2,3
2022_03003142,,53,2,4
2022_15039016,,64,2,4
2022_11003055,1,43,3,5
2022_05024009,1,13,3,4
2022_15025012,,38,2,3
2022_02004050,1,53,3,5
2022_15092032,1,22,3,5
2022_19021125,1,13,3,4
2022_08037057,,81,3,4
2022_11020010,1,03,3,4
2022_09007062,,84,3,4
2022_10005062,1,35,3,5
2022_11030041,-,23,2,2
2022_04002081,1,92,3,5
2022_15070031,,84,3,4
2022_25012016,1,71,3,5
2022_26042028,2,26,3,5
2022_16019008,-1,31,1,1
2022_22016048,1,15,3,4
2022_32039024,1,43,3,5
2022_29031023,,94,3,4
2022_11020222,-,14,2,3
2022_01001166,1,92,3,5
2022_24028049,1,77,3,5
2022_09017020,1,92,3,5
2022_26047006,,74,3,4
2022_09017009,1,71,3,5
2022_15033033,,34,2,3
2022_18017039,1,55,3,5
2022_05024003,1,92,3,5
2022_02002075,1,71,3,5
2022_30131005,1,66,3,5
2022_11009022,1,61,3,5
2022_19039181,2,22,3,5
2022_11020229,1,04,3,4
2022_01001115,1,43,3,5
2022_01001129,1,92,3,5
2022_05030025,1,45,3,5
2022_09015016,1,71,3,5
2022_02002103,1,92,3,5
2022_09017021,-,22,2,3
2022_05035006,1,92,3,5
2022_15092006,,43,2,3
2022_32052030,1,82,3,5
2022_09007183,,38,2,3
2022_11007079,,36,2,3
2022_32052032,,86,3,4
2022_08032024,1,16,3,5
2022_09007162,1,71,3,5
2022_05030066,1,92,3,5
2022_10005101,1,35,3,5
2022_11005034,1,5,3,5
2022_32039019,1,04,3,4
2022_19006093,1,92,3,5
2022_14021012,1,71,3,5
2022_08019088,1,13,3,4
2022_14097004,,85,3,4
2022_09007050,1,43,3,5
2022_03003053,1,71,3,5
2022_03003137,,83,3,4
2022_32017007,2,04,3,5
2022_19026048,2,04,3,5
2022_28009027,1,16,3,4
2022_17011027,,96,3,4
2022_10005030,1,92,3,5
2022_17007044,1,32,3,5
2022_27002012,1,71,3,5
2022_32017012,1,55,3,5
2022_10007067,-,03,2,3
2022_19012012,2,26,3,5
2022_08050020,,07,2,3
2022_14039021,1,71,3,5
2022_31050015,1,71,3,5
2022_04002076,2,04,3,5
2022_15013004,1,71,3,5
2022_11027033,,65,2,4
2022_05035053,1,71,3,5
2022_28009017,1,45,3,5
2022_19031044,2,04,3,5
2022_01009009,,75,3,4
2022_32023022,1,43,3,5
2022_02003003,1,14,3,4
2022_32052029,,8,3,4
2022_02002055,1,71,3,5
2022_05035023,,07,2,3
2022_16053053,1,16,3,4
2022_13077005,,69,2,4
2022_15025028,2,04,3,5
2022_08021040,,38,2,3
2022_14093030,,62,2,4
2022_19046022,1,22,3,5
2022_19049019,1,81,3,5
2022_14093011,1,71,3,5
2022_19006030,1,71,3,5
2022_32036022,,86,3,4
2022_11014046,,45,2,3
2022_19044018,1,92,3,5
2022_19039104,2,26,3,5
2022_32010013,1,11,3,4
2022_26019034,1,71,3,5
2022_19026021,,36,2,3
2022_16019016,,3,2,3
2022_15115009,-,19,2,3
2022_15013016,1,52,3,5
2022_26019040,,62,2,4
2022_27004007,1,78,3,5
2022_12035012,2,22,3,5
2022_12001020,,05,2,3
2022_32056005,1,78,3,5
2022_19041017,2,04,3,5
2022_11027081,,65,2,4
2022_11003023,1,92,3,5
2022_30131020,2,22,3,5
2022_08021017,,57,2,4
2022_09007053,,55,2,4
2022_08011033,1,64,3,5
2022_19026127,1,35,3,5
2022_17011061,,56,2,4
2022_32040002,-,47,1,2
2022_08002020,,25,2,3
2022_17029022,,67,2,4
2022_11032035,,84,3,4
2022_12061031,1,15,3,4
2022_11027088,1,71,3,5
2022_03003006,2,26,3,5
2022_29007032,,53,2,4
2022_10012002,2,26,3,5
2022_19039081,1,92,3,5
2022_15122028,,67,2,4
2022_17011008,1,92,3,5
2022_17007021,1,55,3,5
2022_11042026,,86,3,4
2022_09002022,1,45,3,5
2022_15070006,1,16,3,4
2022_04001021,2,04,3,5
2022_09005002,1,71,3,5
2022_10005056,1,45,3,5
2022_03003155,1,11,3,4
2022_09007167,,36,2,3
2022_20039018,,83,3,4
2022_15013033,1,25,3,5
2022_02004085,,53,2,4
2022_15115012,2,1,3,5
2022_11007076,1,71,3,5
2022_15037004,,35,2,3
2022_11020254,,05,2,3
2022_22014129,,94,3,4
2022_09005025,,94,3,4
2022_03003039,1,52,3,5
2022_13041018,,84,3,4
2022_19046002,2,04,3,5
2022_19048027,2,04,3,5
2022_01009016,-,7,1,2
2022_11014068,-,79,1,2
2022_32056003,1,44,3,5
2022_32053025,,8,3,4
2022_14097025,,94,3,4
2022_19018018,,62,2,4
2022_16053067,1,92,3,5
2022_19049031,1,44,3,5
2022_20067008,2,43,3,5
2022_01009028,,34,2,3
2022_19026089,1,71,3,5
2022_08019015,-,72,1,2
2022_11017044,1,22,3,5
2022_05030041,1,16,3,4
2022_08019023,1,92,3,5
2022_11014004,1,71,3,5
2022_09007045,1,55,3,5
2022_14039019,1,43,3,5
2022_03003038,1,81,3,5
2022_11023039,1,43,3,5
2022_09015010,1,53,3,5
2022_25002003,2,22,3,5
2022_02004102,-,26,2,2
2022_32056028,1,92,3,5
2022_05035042,,94,3,4
2022_08019009,1,43,3,5
2022_05030019,1,71,3,5
2022_11042003,,07,2,3
2022_19026118,1,45,3,5
2022_16053073,1,11,3,4
2022_19026017,2,04,3,5
2022_11041020,1,43,3,5
2022_26030032,1,32,3,5
2022_10028014,-,83,1,2
2022_11041023,2,26,3,5
2022_19046013,1,71,3,5
2022_17007040,2,04,3,5
2022_05030032,1,21,3,5
2022_15025024,,94,3,4
2022_11020196,1,61,3,5
2022_11027013,,43,2,3
2022_19046058,1,92,3,5
2022_10005104,1,64,3,5
2022_10007050,-1,36,1,1
2022_22014020,1,16,3,4
2022_06009013,,05,2,3
2022_19049025,1,55,3,5
2022_19031117,-1,43,1,1
2022_19039077,1,92,3,5
2022_15013014,2,26,3,5
2022_03008001,1,32,3,5
2022_05002012,1,13,3,4
2022_10028016,,2,2,3
2022_13056007,1,22,3,5
2022_26030089,1,13,3,4
2022_02004049,,93,3,4
2022_32053029,1,43,3,5
2022_02004036,-,45,2,2
2022_22016003,1,45,3,5
2022_19026013,2,43,3,5
2022_28038019,1,71,3,5
2022_15013034,1,55,3,5
2022_17024005,-,33,2,2
2022_08019005,1,16,3,4
2022_11020022,1,43,3,5
2022_19046016,1,77,3,5
2022_09007133,1,17,3,5
2022_10007005,1,11,3,4
2022_28038014,-,45,2,2
2022_14039010,2,04,3,5
2022_11018011,,25,2,3
2022_19032018,,83,3,4
2022_28017001,-,7,1,2
2022_11041004,1,22,3,5
2022_08017024,1,71,3,5
2022_11027054,1,22,3,5
2022_14067035,1,71,3,5
2022_02004026,1,64,3,5
2022_28009006,1,55,3,5
2022_15115029,1,73,3,5
2022_32023008,,07,2,3
2022_25012025,1,66,3,5
2022_01001108,2,04,3,5
2022_26030080,1,78,3,5
2022_11005031,1,66,3,5
2022_08019086,,83,3,4
2022_09007004,,94,3,4
2022_09007175,1,34,3,5
2022_23005161,,94,3,4
2022_11042014,,93,3,4
2022_31050065,2,04,3,5
2022_11030026,,94,3,4
2022_22014052,-,22,2,3
2022_18006034,1,16,3,4
2022_29018001,1,43,3,5
2022_01002008,,86,3,4
2022_18015023,1,78,3,5
2022_19046003,1,78,3,5
2022_09007041,1,92,3,5
2022_26030035,1,11,3,4
2022_32017042,1,71,3,5
2022_10008003,1,04,3,4
2022_04002039,2,04,3,5
2022_32017017,2,22,3,5
2022_08037082,2,26,3,5
2022_04002087,1,43,3,5
2022_09013006,,85,3,4
2022_19039160,1,22,3,5
2022_19046081,,96,3,4
2022_15033021,1,45,3,5
2022_11044002,1,13,3,4
2022_19026051,2,04,3,5
2022_29018033,1,15,3,4
2022_17007038,1,71,3,5
2022_19032028,,09,2,3
2022_14097022,1,71,3,5
2022_01001120,2,43,3,5
2022_27013013,1,04,3,4
2022_08037136,1,12,3,4
2022_11020108,1,43,3,5
2022_10008001,1,45,3,5
2022_28038018,2,04,3,5
2022_08037169,1,13,3,4
2022_32010024,2,1,3,5
2022_22014027,1,29,3,5
2022_21114061,,55,2,4
2022_11003064,,85,3,4
2022_15070009,,26,2,3
2022_22001005,2,04,3,5
2022_20067015,1,78,3,5
2022_15025023,,67,2,4
2022_09012009,2,26,3,5
2022_22014054,1,22,3,5
2022_07101001,1,04,3,4
2022_19032036,1,21,3,5
2022_11044001,1,92,3,5
2022_11027070,1,71,3,5
2022_05035056,1,43,3,5
2022_08037025,-,4,2,2
2022_26055001,1,11,3,4
2022_09005058,2,43,3,5
2022_26030107,1,11,3,4
2022_09005030,2,04,3,5
2022_01001201,2,26,3,5
2022_16102016,,53,2,4
2022_20039026,,53,2,4
2022_11030043,1,43,3,5
2022_08002002,,4,2,3
2022_08019064,2,1,3,5
2022_08037026,1,92,3,5
2022_06007016,,05,2,3
2022_08019104,,38,2,3
2022_22012014,1,04,3,4
2022_15013019,,64,2,4
2022_20067017,2,04,3,5
2022_08050028,-,06,2,3
